type,part_of_speech,source_section,line,english,japanese,explanation,example_1_en,example_1_ja,example_2_en,example_2_ja,review_status
phrase,phrase,businessPhraseExpansion,671,That option may be outside our budget.,その案は予算外かもしれません,,,,,,phrase
phrase,phrase,businessPhraseExpansion,672,We'd prefer a shorter contract term.,契約期間は短めを希望します,,,,,,phrase
phrase,phrase,businessPhraseExpansion,673,Could you clarify the terms?,条件を明確にしてもらえますか,,,,,,phrase
phrase,phrase,businessPhraseExpansion,674,Let's find a middle ground.,落としどころを探しましょう,,,,,,phrase
phrase,phrase,businessPhraseExpansion,675,We need to compare both proposals.,両方の提案を比較する必要があります,,,,,,phrase
phrase,phrase,businessPhraseExpansion,676,I'd like some time to review this internally.,社内で確認する時間をいただきたいです,,,,,,phrase
phrase,phrase,businessPhraseExpansion,677,That seems reasonable from our side.,こちらとしては妥当だと思います,,,,,,phrase
phrase,phrase,businessPhraseExpansion,678,We can move forward with that condition.,その条件なら進められます,,,,,,phrase
phrase,phrase,businessPhraseExpansion,679,Let's keep the first phase small.,最初の段階は小さく始めましょう,,,,,,phrase
phrase,phrase,businessPhraseExpansion,680,I'd rather not commit to that yet.,それにはまだ約束したくありません,,,,,,phrase
phrase,phrase,businessPhraseExpansion,681,We need clearer success metrics.,成功基準をもっと明確にする必要があります,,,,,,phrase
phrase,phrase,businessPhraseExpansion,682,Could we test this first?,まず試せますか,,,,,,phrase
phrase,phrase,businessPhraseExpansion,683,Let's make a decision by tomorrow.,明日までに決めましょう,,,,,,phrase
phrase,phrase,businessPhraseExpansion,684,I want to be careful with this commitment.,この約束は慎重に扱いたいです,,,,,,phrase
phrase,phrase,businessPhraseExpansion,685,That sounds workable to us.,こちらとしては現実的に進められそうです,,,,,,phrase
phrase,phrase,businessPhraseExpansion,686,We should confirm the details in writing.,詳細は書面で確認したほうがよいです,,,,,,phrase
phrase,phrase,businessPhraseExpansion,687,Let's proceed step by step.,段階的に進めましょう,,,,,,phrase
phrase,phrase,businessPhraseExpansion,690,I'll follow up tomorrow morning.,明日の朝に追って確認します,,,,,,phrase
phrase,phrase,businessPhraseExpansion,691,Please mark this as complete.,これを完了として扱ってください,,,,,,phrase
phrase,phrase,businessPhraseExpansion,692,Let's close this out today.,この件は今日中に締めましょう,,,,,,phrase
phrase,phrase,businessPhraseExpansion,693,Could you send a quick reminder?,簡単なリマインドを送ってもらえますか,,,,,,phrase
phrase,phrase,businessPhraseExpansion,694,I'll keep an eye on it.,引き続き確認しておきます,,,,,,phrase
phrase,phrase,businessPhraseExpansion,695,Please update the tracker.,進捗表を更新してください,,,,,,phrase
phrase,phrase,businessPhraseExpansion,696,We need a smoother handoff next time.,次回はもっとスムーズに引き継ぐ必要があります,,,,,,phrase
phrase,phrase,businessPhraseExpansion,697,Let's create a simple checklist.,簡単なチェックリストを作りましょう,,,,,,phrase
phrase,phrase,businessPhraseExpansion,698,I'll confirm once it's done.,終わったら確認します,,,,,,phrase
phrase,phrase,businessPhraseExpansion,699,Please note the change in the system.,システム上の変更を記録してください,,,,,,phrase
phrase,phrase,businessPhraseExpansion,700,We should automate this later.,これは後で自動化したほうがよいです,,,,,,phrase
phrase,phrase,businessPhraseExpansion,701,Let's reduce manual work here.,ここは手作業を減らしましょう,,,,,,phrase
phrase,phrase,businessPhraseExpansion,702,Could you check the status again?,もう一度状況を確認してもらえますか,,,,,,phrase
phrase,phrase,businessPhraseExpansion,703,I'll send a follow-up email.,フォローアップのメールを送ります,,,,,,phrase
phrase,phrase,businessPhraseExpansion,704,We need to keep this moving.,この件は止めずに進める必要があります,,,,,,phrase
phrase,phrase,businessPhraseExpansion,705,Please escalate if needed.,必要ならエスカレーションしてください,,,,,,phrase
phrase,phrase,businessPhraseExpansion,706,Let's review what worked well.,うまくいった点を振り返りましょう,,,,,,phrase
phrase,phrase,businessPhraseExpansion,707,We should improve the process next time.,次回は進め方を改善しましょう,,,,,,phrase
phrase,phrase,businessPhraseExpansion,708,I'll capture the lessons learned.,学びをまとめておきます,,,,,,phrase
phrase,phrase,businessPhraseExpansion,709,Thanks for turning this around quickly.,すばやく対応してくれてありがとうございます,,,,,,phrase
phrase,phrase,travelPhraseExpansion,715,Where is the check-in counter?,チェックインカウンターはどこですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,716,Which line is for international flights?,国際線はどの列ですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,717,Could you help me with this kiosk?,この端末の操作を手伝ってもらえますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,718,I need to check this bag.,この荷物を預けたいです,,,,,,phrase
phrase,phrase,travelPhraseExpansion,719,Can I carry this on board?,これは機内に持ち込めますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,720,Is this the line for security?,これは保安検査の列ですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,721,How early should I be at the gate?,何分前に搭乗口へ行けばいいですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,722,Has boarding started yet?,もう搭乗は始まりましたか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,723,Which zone is boarding now?,今はどのグループが搭乗していますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,724,Could you print my boarding pass?,搭乗券を印刷してもらえますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,725,I think I'm at the wrong terminal.,ターミナルを間違えた気がします,,,,,,phrase
phrase,phrase,travelPhraseExpansion,726,How do I get to Terminal 2?,第2ターミナルへはどう行けばいいですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,727,Is my flight on time?,私の便は定刻ですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,728,Has the gate changed?,搭乗口は変更になりましたか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,729,Where can I refill my water bottle?,水筒に水を入れられる場所はどこですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,730,Do I need to remove my laptop?,ノートパソコンは出す必要がありますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,731,Can I keep my shoes on?,靴は履いたままで大丈夫ですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,732,Where is passport control?,入国審査はどこですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,733,I have a short connection.,乗り継ぎ時間が短いです,,,,,,phrase
phrase,phrase,travelPhraseExpansion,734,Could you tell me where baggage claim is?,手荷物受取所はどこか教えてもらえますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,737,Could you store my bags until check-in?,チェックインまで荷物を預かってもらえますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,738,Is my room ready yet?,部屋の準備はできていますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,739,Could I see the room first?,先に部屋を見てもいいですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,740,I'd prefer a quiet room.,静かな部屋を希望します,,,,,,phrase
phrase,phrase,travelPhraseExpansion,741,Is there an elevator nearby?,近くにエレベーターはありますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,742,Could you call a taxi for me?,タクシーを呼んでもらえますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,743,What floor is the breakfast room on?,朝食会場は何階ですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,744,Is housekeeping available now?,今、清掃をお願いできますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,745,The shower has no hot water.,シャワーのお湯が出ません,,,,,,phrase
phrase,phrase,travelPhraseExpansion,746,Could you send someone up?,部屋に来てもらえますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,747,I think the key card isn't working.,カードキーが使えないようです,,,,,,phrase
phrase,phrase,travelPhraseExpansion,748,Is there a laundry room here?,ここにランドリールームはありますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,749,Can I borrow an adapter?,変換プラグを借りられますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,750,What time does breakfast start?,朝食は何時からですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,751,Could I get an extra blanket?,毛布をもう一枚もらえますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,752,The room is too cold.,部屋が寒すぎます,,,,,,phrase
phrase,phrase,travelPhraseExpansion,753,The room is too noisy.,部屋がうるさすぎます,,,,,,phrase
phrase,phrase,travelPhraseExpansion,754,Can I pay at check-out?,支払いはチェックアウト時でいいですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,755,Could you book an airport shuttle for me?,空港シャトルを予約してもらえますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,758,Do you have an English menu?,英語のメニューはありますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,759,What's the soup of the day?,本日のスープは何ですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,760,Could we sit outside?,外の席に座れますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,761,Could I get another plate?,取り皿をもう一枚もらえますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,762,This isn't what I ordered.,これは注文したものと違います,,,,,,phrase
phrase,phrase,travelPhraseExpansion,763,Could you make it less sweet?,甘さを控えめにできますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,764,"I'd like the bill, please.",お会計をお願いします,,,,,,phrase
phrase,phrase,travelPhraseExpansion,765,Can we pay separately?,別々に払えますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,766,Is service included?,サービス料は含まれていますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,767,What do you recommend for dessert?,デザートのおすすめは何ですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,768,I'd like something local.,地元らしいものを食べたいです,,,,,,phrase
phrase,phrase,travelPhraseExpansion,769,Could I have more napkins?,ナプキンをもう少しもらえますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,770,Is there a vegetarian option?,ベジタリアン向けの選択肢はありますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,771,Is this dish spicy?,この料理は辛いですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,772,Can you make it mild?,辛さを控えめにできますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,773,I'd like my steak well done.,ステーキはよく焼きでお願いします,,,,,,phrase
phrase,phrase,travelPhraseExpansion,774,Could I have a fork and spoon?,フォークとスプーンをもらえますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,775,Could you pack the leftovers?,残りを持ち帰り用に包んでもらえますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,776,Can I pay by card here?,ここではカードで払えますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,779,Which platform do I need?,どのホームに行けばいいですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,780,Does this train stop there?,この電車はそこに止まりますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,781,How many stops is it from here?,ここから何駅ですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,782,Should I transfer at the next station?,次の駅で乗り換えるべきですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,783,Is this the last train tonight?,今夜の終電ですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,784,Where do I buy a ticket?,切符はどこで買えますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,785,Can I use a card for the fare?,運賃の支払いにカードは使えますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,786,How often does this bus run?,このバスはどれくらいの間隔で来ますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,787,Which side should I get on?,どちら側から乗ればいいですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,788,Is this seat reserved?,この席は指定席ですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,789,Could you tell me when to get off?,降りる場所になったら教えてもらえますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,790,I missed my stop.,降りる場所を過ぎてしまいました,,,,,,phrase
phrase,phrase,travelPhraseExpansion,791,How do I get back to downtown?,中心街へ戻るにはどう行けばいいですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,792,Is there a direct train?,直通電車はありますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,793,Does this bus go near the museum?,このバスは博物館の近くを通りますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,794,Which exit should I use?,どの出口を使えばいいですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,795,Can I top up this transit card here?,ここで交通系カードにチャージできますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,796,Is the station within walking distance?,駅までは歩ける距離ですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,797,How long is the ride?,所要時間はどれくらいですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,798,Is there a faster route?,もっと早い行き方はありますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,801,"I'm just looking, thanks.",見ているだけです、ありがとう,,,,,,phrase
phrase,phrase,travelPhraseExpansion,802,Do you have this in black?,これの黒はありますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,803,Could you show me a cheaper one?,もっと安いものを見せてもらえますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,804,Is tax included in the price?,税金はこの値段に含まれていますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,805,Can I pay in cash?,現金で払えますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,806,Do you accept contactless payment?,タッチ決済は使えますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,807,Could I get a receipt?,レシートをもらえますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,808,Is there a fitting room?,試着室はありますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,809,This doesn't fit me well.,これはあまり合いません,,,,,,phrase
phrase,phrase,travelPhraseExpansion,810,Do you have this in stock?,これは在庫がありますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,811,Could you hold this for a while?,これを少し取り置きできますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,812,Is there a warranty on this?,これには保証がありますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,813,Can I open the box?,箱を開けてもいいですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,814,I'd like to buy two of these.,これを二つ買いたいです,,,,,,phrase
phrase,phrase,travelPhraseExpansion,815,Could you gift-wrap this?,プレゼント用に包んでもらえますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,816,Is there a local brand you recommend?,おすすめの地元ブランドはありますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,817,Which one sells best?,いちばん売れているのはどれですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,818,Can I try the sample?,試供品を試せますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,819,Do you have anything lighter?,もっと軽いものはありますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,820,Could you pack this in my suitcase?,これをスーツケースに入れやすく包んでもらえますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,823,Is there a guided tour today?,今日はガイドツアーがありますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,824,How long does the tour last?,ツアーはどれくらいの長さですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,825,Where do we meet the guide?,ガイドとはどこで集合しますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,826,Is photography allowed inside?,中で写真を撮ってもいいですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,827,What's the best time to visit?,行くならいつがいちばんよいですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,828,Is there a student discount?,学生割引はありますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,829,Can I buy tickets online?,チケットはオンラインで買えますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,830,Is there a line for prepaid tickets?,事前購入チケット用の列はありますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,831,Where is the entrance to the temple?,お寺の入口はどこですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,832,Are there lockers nearby?,近くにロッカーはありますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,833,Is this trail easy to walk?,この道は歩きやすいですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,834,How far is the viewpoint?,展望スポットまではどれくらいですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,835,Could you recommend another place nearby?,この近くで別のおすすめ場所はありますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,836,What's this building called?,この建物は何という名前ですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,837,Is this area crowded on weekends?,このあたりは週末に混みますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,838,Can I walk there from here?,ここから歩いて行けますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,839,Is there a restroom nearby?,近くにトイレはありますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,840,Which attraction should I see first?,最初に見るならどれがおすすめですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,843,I think I lost my wallet.,財布をなくしたかもしれません,,,,,,phrase
phrase,phrase,travelPhraseExpansion,844,My bag is missing.,かばんが見当たりません,,,,,,phrase
phrase,phrase,travelPhraseExpansion,845,I need to report a lost item.,遺失物の届けを出したいです,,,,,,phrase
phrase,phrase,travelPhraseExpansion,846,I need a pharmacy.,薬局が必要です,,,,,,phrase
phrase,phrase,travelPhraseExpansion,847,Do you sell pain medicine?,痛み止めはありますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,848,I have a fever.,熱があります,,,,,,phrase
phrase,phrase,travelPhraseExpansion,849,My stomach hurts.,お腹が痛いです,,,,,,phrase
phrase,phrase,travelPhraseExpansion,850,Is there a hospital nearby?,近くに病院はありますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,851,I think I twisted my ankle.,足首をひねったようです,,,,,,phrase
phrase,phrase,travelPhraseExpansion,852,Could you help me call my hotel?,ホテルに電話するのを手伝ってもらえますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,853,My phone won't charge.,スマホが充電できません,,,,,,phrase
phrase,phrase,travelPhraseExpansion,854,I dropped my passport somewhere.,どこかでパスポートを落としました,,,,,,phrase
phrase,phrase,travelPhraseExpansion,855,What should I do now?,今どうすればいいですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,856,I need emergency help.,緊急の助けが必要です,,,,,,phrase
phrase,phrase,travelPhraseExpansion,857,I don't feel well.,体調がよくありません,,,,,,phrase
phrase,phrase,travelPhraseExpansion,858,I need a place to sit down.,座れる場所が必要です,,,,,,phrase
phrase,phrase,travelPhraseExpansion,859,Can I use your phone for a moment?,少しだけ電話を借りてもいいですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,860,I need to contact my family.,家族に連絡する必要があります,,,,,,phrase
phrase,phrase,travelPhraseExpansion,863,Where can I exchange money?,両替はどこでできますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,864,What's the exchange rate today?,今日のレートはいくらですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,865,Can I use foreign cards here?,海外のカードは使えますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,866,Could you break this bill?,このお札をくずせますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,867,Do I need exact change?,ちょうどの金額が必要ですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,868,Is there a plug I can use?,使えるコンセントはありますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,869,Does the room have USB ports?,部屋にUSBポートはありますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,870,Can I connect to the airport Wi-Fi?,空港のWi-Fiに接続できますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,871,Is the connection stable here?,ここは通信が安定していますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,872,Could you help me set up the SIM card?,SIMカードの設定を手伝ってもらえますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,873,How much data does this plan include?,このプランには何GB入っていますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,874,Is roaming cheaper than buying a SIM?,ローミングのほうがSIMを買うより安いですか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,875,Where can I charge this power bank?,このモバイルバッテリーはどこで充電できますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,876,Can I buy a ticket with my phone?,スマホでチケットを買えますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,877,Does this machine take coins?,この機械はコインに対応していますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,878,Could you show me how this works?,使い方を見せてもらえますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,879,Is there a service fee?,手数料はかかりますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,880,Can I leave a tip by card?,チップはカードで払えますか,,,,,,phrase
phrase,phrase,travelPhraseExpansion,881,Can I get cash back here?,ここでキャッシュバックはできますか,,,,,,phrase
phrase,phrase,basicPhraseWords,889,See you tomorrow.,また明日ね,別れ際に次の日また会う予定があるときの自然な一言です。See you later よりも日時がはっきりしています。,,,,,phrase
phrase,phrase,basicPhraseWords,890,What time is it now?,今何時ですか,時刻をたずねる基本表現です。now を入れることで、今の時刻を知りたい意図がより明確になります。,,,,,phrase
phrase,phrase,basicPhraseWords,891,I'm hungry.,お腹が空きました,体調や状態を短く伝える基本表現です。食事の提案につなげやすい一言でもあります。,,,,,phrase
phrase,phrase,basicPhraseWords,892,I'm tired.,疲れました,学校や仕事、移動のあとに気分を素直に伝える表現です。I'm a little tired. とすると少しやわらかく聞こえます。,,,,,phrase
phrase,phrase,basicPhraseWords,893,Can you show me?,見せてもらえますか,やり方や場所、画面などを実際に見たいときに使える便利な表現です。説明だけで足りないときに役立ちます。,,,,,phrase
phrase,phrase,basicPhraseWords,894,Please wait a moment.,少し待ってください,相手に短く待ってもらいたいときの丁寧な表現です。a moment を入れると、少しの時間だと伝えられます。,,,,,phrase
phrase,phrase,basicPhraseWords,895,This is my friend.,こちらは私の友だちです,人を紹介するときの基本表現です。This is my brother. や This is my teacher. にもそのまま応用できます。,,,,,phrase
phrase,phrase,basicPhraseWords,896,I like this one.,私はこれが好きです,いくつかの選択肢の中から好みを伝えるときの言い方です。買い物や注文でも使いやすい表現です。,,,,,phrase
phrase,phrase,basicPhraseWords,897,Where are you from?,どこの出身ですか,初対面の会話でよく使う質問です。国、地域、町など相手の背景を自然にたずねられます。,,,,,phrase
phrase,phrase,basicPhraseWords,898,What do you do after school?,放課後は何をしますか,学生同士の会話で使いやすい質問です。after school を work に変えると仕事後の予定にも応用できます。,,,,,phrase
phrase,phrase,basicPhraseWords,899,I'm ready.,準備できました,出発や開始の前に自分の状態を短く伝える基本表現です。会話でも行動の区切りでも使いやすいです。,,,,,phrase
phrase,phrase,basicPhraseWords,900,Please come in.,どうぞ入ってください,家や部屋、教室などに人を迎え入れるときの自然な表現です。,,,,,phrase
phrase,phrase,basicPhraseWords,901,Can you hear me?,聞こえますか,対面でもオンラインでも使える基本表現です。音声が届いているか確認したいときに便利です。,,,,,phrase
phrase,phrase,basicPhraseWords,902,I forgot my umbrella.,傘を忘れました,忘れ物を伝える短い実用表現です。my umbrella の部分を入れ替えるだけで応用しやすいです。,,,,,phrase
phrase,phrase,basicPhraseWords,903,Let's go together.,一緒に行きましょう,友だちや家族を誘うときの基本表現です。会話を前向きに進めやすい一言です。,,,,,phrase
phrase,phrase,basicPhraseWords,904,I'm almost there.,もうすぐ着きます,待ち合わせの直前に今の状況を短く伝える便利な表現です。arrive soon より自然な会話になりやすいです。,,,,,phrase
phrase,phrase,basicPhraseWords,905,Can I ask you something?,ちょっと聞いてもいいですか,質問に入る前のやわらかい切り出しです。いきなり本題に入るより自然に会話を始められます。,,,,,phrase
phrase,phrase,basicPhraseWords,906,"Just a second, please.",少しだけ待ってください,短く待ってもらいたいときの定番表現です。a moment より会話でテンポよく使われることも多いです。,,,,,phrase
phrase,phrase,basicPhraseWords,907,I'm not sure yet.,まだよくわかりません,判断や返答を保留したいときの自然な表現です。強く断定しないので会話がやわらかくなります。,,,,,phrase
phrase,phrase,basicPhraseWords,908,That sounds good.,いいですね,提案や誘いに前向きに反応するときの短く使いやすい一言です。会話のテンポを崩さず返せます。,,,,,phrase
phrase,phrase,basicPhraseWords,909,Can you take a picture for us?,写真を撮ってもらえますか,旅行や外出先で非常によく使う実用フレーズです。for us を変えれば対象も簡単に変えられます。,,,,,phrase
phrase,phrase,basicPhraseWords,910,I'm just checking.,確認しているだけです,すぐに決めるわけではなく、様子を見ていることを伝える表現です。店や案内画面を見る場面でも使いやすいです。,,,,,phrase
phrase,phrase,basicPhraseWords,911,Do you have a minute?,少し時間ありますか,相手に少し話す時間があるか確認する定番表現です。仕事でも日常でも使いやすいです。,,,,,phrase
phrase,phrase,practicalPhraseWords,920,Could you write it down for me?,書いてもらえますか,聞き取りにくい単語や住所、番号などを文字で確認したいときの表現です。口頭だけでは不安な場面で役立ちます。,,,,,phrase
phrase,phrase,practicalPhraseWords,921,I need a little more time.,もう少し時間が必要です,その場ですぐに決められないときや、準備に少し時間が欲しいときに使える表現です。丁寧で使い回しやすい一言です。,,,,,phrase
phrase,phrase,practicalPhraseWords,922,That depends on the situation.,それは状況によります,一つの答えに決めきれないときに使う自然な表現です。depends on ... で「〜次第だ」という意味になります。,,,,,phrase
phrase,phrase,practicalPhraseWords,923,I'm trying to remember the word.,その単語を思い出そうとしています,言いたいことはあるのに単語が出てこないときのつなぎとして便利です。会話を止めずに続けやすくなります。,,,,,phrase
phrase,phrase,practicalPhraseWords,924,Can you give me an example?,例を挙げてもらえますか,説明をもっと具体的に理解したいときの定番表現です。抽象的な話を実例に落としたい場面で使えます。,,,,,phrase
phrase,phrase,practicalPhraseWords,925,I didn't catch the last part.,最後の部分を聞き取れませんでした,全部ではなく一部だけ聞き逃したときに自然な言い方です。say that again よりも具体的に伝えられます。,,,,,phrase
phrase,phrase,practicalPhraseWords,926,Let's keep it simple.,簡単にいきましょう,話を複雑にしすぎず、分かりやすく進めたいときの表現です。説明や相談の場面で使いやすいです。,,,,,phrase
phrase,phrase,practicalPhraseWords,927,What's the easiest way to get there?,そこへ行く一番簡単な方法は何ですか,移動手段や行き方を比較しながら知りたいときに便利です。fastest ではなく easiest を使うので負担の少ない方法をたずねられます。,,,,,phrase
phrase,phrase,practicalPhraseWords,928,I may need to change the plan.,予定を変更する必要があるかもしれません,確定ではないが、予定変更の可能性を先に伝える表現です。相手に心づもりをしてもらえます。,,,,,phrase
phrase,phrase,practicalPhraseWords,929,Could you check if it's available?,利用できるか確認してもらえますか,空き状況や在庫、対応可否を確認してほしいときの定番表現です。available がとても実用的です。,,,,,phrase
phrase,phrase,practicalPhraseWords,930,I'm still thinking about it.,まだ考えています,即答を避けたいときのやわらかい返しです。断定せずに保留の姿勢を自然に伝えられます。,,,,,phrase
phrase,phrase,practicalPhraseWords,931,That would make things easier.,そうすると楽になります,提案や選択肢について、よりやりやすくなると伝える表現です。things を使って状況全体をまとめて表せます。,,,,,phrase
phrase,phrase,practicalPhraseWords,932,Could you send me the details later?,詳細をあとで送ってもらえますか,その場で全部覚えられないときや、文章で確認したいときに便利な表現です。later によって急ぎではないことも伝わります。,,,,,phrase
phrase,phrase,practicalPhraseWords,933,Let's focus on the main point first.,まず要点から見ましょう,話が広がりすぎたときに、中心となる論点へ戻すための表現です。,,,,,phrase
phrase,phrase,practicalPhraseWords,934,Can we take a short break?,少し休憩できますか,会話や作業が続いているときに短い休憩を提案する自然な言い方です。オンラインでも対面でも使えます。,,,,,phrase
phrase,phrase,practicalPhraseWords,935,I'll explain it another way.,別の言い方で説明します,今の説明では伝わりにくそうなときに言い換えを申し出る表現です。学習中の会話でも非常に実用的です。,,,,,phrase
phrase,phrase,practicalPhraseWords,936,That's not exactly what I meant.,私が言いたかったのは少し違います,誤解をやわらかく修正するときに便利な表現です。相手を強く否定せず言い直せます。,,,,,phrase
phrase,phrase,practicalPhraseWords,937,Let me check my schedule first.,まず予定を確認させてください,約束の返事や日程調整の前にひと呼吸置きたいときの定番表現です。,,,,,phrase
